coin,tf,strategy,gross,net,buyhold,cost_drag,n_trades,verdict
SUI,1d,gc__cci__mfi,-0.1713,-0.1762,-0.4128,0.0049,2,signal_wrong
SUI,1d,gc__cci__bbw,-0.1352,-0.1378,-0.4128,0.0027,1,signal_wrong
SUI,1d,gc__wpr__vol,-0.267,-0.2736,-0.4128,0.0066,3,signal_wrong
SUI,1d,gc__wpr__obv,-0.2325,-0.2394,-0.4128,0.0069,3,signal_wrong
SUI,1d,gc__wpr__mfi,-0.061,-0.0639,-0.4128,0.0029,1,signal_wrong
SUI,1d,gc__wpr__bbw,-0.2848,-0.2977,-0.4128,0.0129,6,signal_wrong
SUI,1d,gc__kelt__vol,0.0,0.0,-0.4128,0.0,0,signal_wrong
SUI,1d,gc__kelt__obv,0.0,0.0,-0.4128,0.0,0,signal_wrong
SUI,1d,gc__kelt__mfi,0.0,0.0,-0.4128,0.0,0,signal_wrong
SUI,1d,gc__kelt__bbw,0.0,0.0,-0.4128,0.0,0,signal_wrong
SUI,1d,ema__rsi2__vol,-0.0129,-0.0159,-0.4128,0.003,1,signal_wrong
SUI,1d,ema__rsi2__obv,-0.0175,-0.0235,-0.4128,0.006,2,signal_wrong
SUI,1d,ema__rsi2__mfi,0.0132,0.0071,-0.4128,0.0061,2,ok
SUI,1d,ema__rsi2__bbw,0.0395,0.0365,-0.4128,0.0031,1,ok
SUI,1d,ema__rsipb__vol,-0.0129,-0.0159,-0.4128,0.003,1,signal_wrong
SUI,1d,ema__rsipb__obv,0.0,0.0,-0.4128,0.0,0,signal_wrong
SUI,1d,ema__rsipb__mfi,-0.0129,-0.0159,-0.4128,0.003,1,signal_wrong
SUI,1d,ema__rsipb__bbw,0.0395,0.0365,-0.4128,0.0031,1,ok
SUI,1d,ema__macd__vol,-0.0458,-0.0487,-0.4128,0.0029,1,signal_wrong
SUI,1d,ema__macd__obv,-0.2121,-0.2215,-0.4128,0.0094,4,signal_wrong
SUI,1d,ema__macd__mfi,-0.1254,-0.1306,-0.4128,0.0052,2,signal_wrong
SUI,1d,ema__macd__bbw,-0.0445,-0.0473,-0.4128,0.0028,1,signal_wrong
SUI,1d,ema__bbrk__vol,0.3188,0.3111,-0.4128,0.0077,2,ok
SUI,1d,ema__bbrk__obv,0.1628,0.1524,-0.4128,0.0103,3,ok
SUI,1d,ema__bbrk__mfi,0.1628,0.1524,-0.4128,0.0103,3,ok
SUI,1d,ema__bbrk__bbw,0.1628,0.1524,-0.4128,0.0103,3,ok
SUI,1d,ema__donch__vol,-0.0908,-0.0989,-0.4128,0.0081,3,signal_wrong
SUI,1d,ema__donch__obv,-0.0908,-0.0989,-0.4128,0.0081,3,signal_wrong
SUI,1d,ema__donch__mfi,-0.0908,-0.0989,-0.4128,0.0081,3,signal_wrong
SUI,1d,ema__donch__bbw,-0.0908,-0.0989,-0.4128,0.0081,3,signal_wrong
SUI,1d,ema__stoch__vol,0.0,0.0,-0.4128,0.0,0,signal_wrong
SUI,1d,ema__stoch__obv,0.0,0.0,-0.4128,0.0,0,signal_wrong
SUI,1d,ema__stoch__mfi,0.0,0.0,-0.4128,0.0,0,signal_wrong
SUI,1d,ema__stoch__bbw,0.0,0.0,-0.4128,0.0,0,signal_wrong
SUI,1d,ema__cci__vol,-0.232,-0.2367,-0.4128,0.0047,2,signal_wrong
SUI,1d,ema__cci__obv,-0.3062,-0.3125,-0.4128,0.0063,3,signal_wrong
SUI,1d,ema__cci__mfi,-0.3062,-0.3125,-0.4128,0.0063,3,signal_wrong
SUI,1d,ema__cci__bbw,-0.1352,-0.1378,-0.4128,0.0027,1,signal_wrong
SUI,1d,ema__wpr__vol,0.0,0.0,-0.4128,0.0,0,signal_wrong
SUI,1d,ema__wpr__obv,-0.0091,-0.0121,-0.4128,0.003,1,signal_wrong
SUI,1d,ema__wpr__mfi,0.0,0.0,-0.4128,0.0,0,signal_wrong
SUI,1d,ema__wpr__bbw,-0.0091,-0.0121,-0.4128,0.003,1,signal_wrong
SUI,1d,ema__kelt__vol,0.2999,0.2922,-0.4128,0.0076,2,ok
SUI,1d,ema__kelt__obv,0.2999,0.2922,-0.4128,0.0076,2,ok
SUI,1d,ema__kelt__mfi,0.2999,0.2922,-0.4128,0.0076,2,ok
SUI,1d,ema__kelt__bbw,0.2999,0.2922,-0.4128,0.0076,2,ok
SUI,1d,st__rsi2__vol,0.0,0.0,-0.4128,0.0,0,signal_wrong
SUI,1d,st__rsi2__obv,-0.0175,-0.0235,-0.4128,0.006,2,signal_wrong
SUI,1d,st__rsi2__mfi,0.0265,0.0234,-0.4128,0.0031,1,ok
SUI,1d,st__rsi2__bbw,0.0,0.0,-0.4128,0.0,0,signal_wrong
SUI,1d,st__rsipb__vol,0.0,0.0,-0.4128,0.0,0,signal_wrong
SUI,1d,st__rsipb__obv,0.0,0.0,-0.4128,0.0,0,signal_wrong
SUI,1d,st__rsipb__mfi,0.0,0.0,-0.4128,0.0,0,signal_wrong
SUI,1d,st__rsipb__bbw,0.0,0.0,-0.4128,0.0,0,signal_wrong
SUI,1d,st__macd__vol,-0.0458,-0.0487,-0.4128,0.0029,1,signal_wrong
SUI,1d,st__macd__obv,-0.1254,-0.1306,-0.4128,0.0052,2,signal_wrong
SUI,1d,st__macd__mfi,-0.1254,-0.1306,-0.4128,0.0052,2,signal_wrong
SUI,1d,st__macd__bbw,0.0,0.0,-0.4128,0.0,0,signal_wrong
SUI,1d,st__bbrk__vol,0.3188,0.3111,-0.4128,0.0077,2,ok
SUI,1d,st__bbrk__obv,0.4665,0.4579,-0.4128,0.0086,2,ok
SUI,1d,st__bbrk__mfi,0.4665,0.4579,-0.4128,0.0086,2,ok
SUI,1d,st__bbrk__bbw,0.4665,0.4579,-0.4128,0.0086,2,ok
SUI,1d,st__donch__vol,0.065,0.0588,-0.4128,0.0062,2,ok
SUI,1d,st__donch__obv,0.1844,0.1774,-0.4128,0.007,2,ok
SUI,1d,st__donch__mfi,0.1844,0.1774,-0.4128,0.007,2,ok
SUI,1d,st__donch__bbw,0.1844,0.1774,-0.4128,0.007,2,ok
SUI,1d,st__stoch__vol,0.0,0.0,-0.4128,0.0,0,signal_wrong
SUI,1d,st__stoch__obv,0.0,0.0,-0.4128,0.0,0,signal_wrong
SUI,1d,st__stoch__mfi,0.0,0.0,-0.4128,0.0,0,signal_wrong
SUI,1d,st__stoch__bbw,0.0,0.0,-0.4128,0.0,0,signal_wrong
SUI,1d,st__cci__vol,-0.112,-0.1147,-0.4128,0.0027,1,signal_wrong
SUI,1d,st__cci__obv,0.2131,0.2061,-0.4128,0.007,2,ok
SUI,1d,st__cci__mfi,0.2131,0.2061,-0.4128,0.007,2,ok
SUI,1d,st__cci__bbw,0.3427,0.3389,-0.4128,0.0038,1,ok
SUI,1d,st__wpr__vol,0.0,0.0,-0.4128,0.0,0,signal_wrong
SUI,1d,st__wpr__obv,0.0,0.0,-0.4128,0.0,0,signal_wrong
SUI,1d,st__wpr__mfi,0.0,0.0,-0.4128,0.0,0,signal_wrong
SUI,1d,st__wpr__bbw,0.0,0.0,-0.4128,0.0,0,signal_wrong
SUI,1d,st__kelt__vol,0.2999,0.2922,-0.4128,0.0076,2,ok
SUI,1d,st__kelt__obv,0.4455,0.437,-0.4128,0.0085,2,ok
SUI,1d,st__kelt__mfi,0.4455,0.437,-0.4128,0.0085,2,ok
SUI,1d,st__kelt__bbw,0.4455,0.437,-0.4128,0.0085,2,ok
SUI,1d,adxhi__rsi2__vol,0.1283,0.125,-0.4128,0.0033,1,ok
SUI,1d,adxhi__rsi2__obv,0.0265,0.0234,-0.4128,0.0031,1,ok
SUI,1d,adxhi__rsi2__mfi,0.1582,0.1513,-0.4128,0.0069,2,ok
SUI,1d,adxhi__rsi2__bbw,0.2702,0.2628,-0.4128,0.0074,2,ok
SUI,1d,adxhi__rsipb__vol,-0.2234,-0.2326,-0.4128,0.0092,4,signal_wrong
SUI,1d,adxhi__rsipb__obv,-0.3428,-0.3488,-0.4128,0.006,3,signal_wrong
SUI,1d,adxhi__rsipb__mfi,-0.3484,-0.3543,-0.4128,0.0058,3,signal_wrong
SUI,1d,adxhi__rsipb__bbw,-0.2903,-0.2987,-0.4128,0.0084,4,signal_wrong
SUI,1d,adxhi__macd__vol,-0.0458,-0.0487,-0.4128,0.0029,1,signal_wrong
SUI,1d,adxhi__macd__obv,-0.4229,-0.43,-0.4128,0.0071,4,signal_wrong
SUI,1d,adxhi__macd__mfi,-0.1254,-0.1306,-0.4128,0.0052,2,signal_wrong
SUI,1d,adxhi__macd__bbw,-0.1802,-0.183,-0.4128,0.0027,1,signal_wrong
SUI,1d,adxhi__bbrk__vol,-0.1167,-0.1221,-0.4128,0.0054,2,signal_wrong
SUI,1d,adxhi__bbrk__obv,-0.0458,-0.0542,-0.4128,0.0084,3,signal_wrong
SUI,1d,adxhi__bbrk__mfi,-0.0458,-0.0542,-0.4128,0.0084,3,signal_wrong
SUI,1d,adxhi__bbrk__bbw,-0.1012,-0.1093,-0.4128,0.0081,3,signal_wrong
SUI,1d,adxhi__donch__vol,-0.1695,-0.1744,-0.4128,0.0049,2,signal_wrong
SUI,1d,adxhi__donch__obv,-0.1695,-0.1744,-0.4128,0.0049,2,signal_wrong
SUI,1d,adxhi__donch__mfi,-0.1695,-0.1744,-0.4128,0.0049,2,signal_wrong
SUI,1d,adxhi__donch__bbw,-0.0708,-0.0735,-0.4128,0.0027,1,signal_wrong
SUI,1d,adxhi__stoch__vol,-0.034,-0.0369,-0.4128,0.0029,1,signal_wrong
SUI,1d,adxhi__stoch__obv,0.0,0.0,-0.4128,0.0,0,signal_wrong
SUI,1d,adxhi__stoch__mfi,0.0,0.0,-0.4128,0.0,0,signal_wrong
SUI,1d,adxhi__stoch__bbw,-0.034,-0.0369,-0.4128,0.0029,1,signal_wrong
SUI,1d,adxhi__cci__vol,-0.112,-0.1147,-0.4128,0.0027,1,signal_wrong
SUI,1d,adxhi__cci__obv,-0.2327,-0.2395,-0.4128,0.0068,3,signal_wrong
SUI,1d,adxhi__cci__mfi,-0.2651,-0.2738,-0.4128,0.0087,4,signal_wrong
SUI,1d,adxhi__cci__bbw,0.0,0.0,-0.4128,0.0,0,signal_wrong
SUI,1d,adxhi__wpr__vol,-0.1749,-0.1799,-0.4128,0.005,2,signal_wrong
SUI,1d,adxhi__wpr__obv,-0.1459,-0.1485,-0.4128,0.0026,1,signal_wrong
SUI,1d,adxhi__wpr__mfi,0.0,0.0,-0.4128,0.0,0,signal_wrong
SUI,1d,adxhi__wpr__bbw,-0.1749,-0.1799,-0.4128,0.005,2,signal_wrong
SUI,1d,adxhi__kelt__vol,-0.142,-0.1471,-0.4128,0.0051,2,signal_wrong
SUI,1d,adxhi__kelt__obv,-0.0167,-0.0225,-0.4128,0.0058,2,signal_wrong
SUI,1d,adxhi__kelt__mfi,-0.0167,-0.0225,-0.4128,0.0058,2,signal_wrong
SUI,1d,adxhi__kelt__bbw,-0.0167,-0.0225,-0.4128,0.0058,2,signal_wrong
SUI,1d,adxlo__rsi2__vol,-0.0129,-0.0159,-0.4128,0.003,1,signal_wrong
SUI,1d,adxlo__rsi2__obv,0.0,0.0,-0.4128,0.0,0,signal_wrong
SUI,1d,adxlo__rsi2__mfi,-0.0129,-0.0159,-0.4128,0.003,1,signal_wrong
SUI,1d,adxlo__rsi2__bbw,0.0988,0.0956,-0.4128,0.0032,1,ok
SUI,1d,adxlo__rsipb__vol,-0.1782,-0.1832,-0.4128,0.005,2,signal_wrong
SUI,1d,adxlo__rsipb__obv,-0.1675,-0.17,-0.4128,0.0025,1,signal_wrong
SUI,1d,adxlo__rsipb__mfi,-0.0869,-0.0925,-0.4128,0.0056,2,signal_wrong
SUI,1d,adxlo__rsipb__bbw,-0.2086,-0.2156,-0.4128,0.007,3,signal_wrong
SUI,1d,adxlo__macd__vol,0.0,0.0,-0.4128,0.0,0,signal_wrong
SUI,1d,adxlo__macd__obv,-0.3459,-0.3517,-0.4128,0.0059,3,signal_wrong
SUI,1d,adxlo__macd__mfi,0.0,0.0,-0.4128,0.0,0,signal_wrong
SUI,1d,adxlo__macd__bbw,-0.0445,-0.0473,-0.4128,0.0028,1,signal_wrong
SUI,1d,adxlo__bbrk__vol,0.1273,0.1241,-0.4128,0.0032,1,ok
SUI,1d,adxlo__bbrk__obv,0.1052,0.0987,-0.4128,0.0065,2,ok
SUI,1d,adxlo__bbrk__mfi,0.1052,0.0987,-0.4128,0.0065,2,ok
SUI,1d,adxlo__bbrk__bbw,0.1052,0.0987,-0.4128,0.0065,2,ok
SUI,1d,adxlo__donch__vol,-0.0377,-0.0434,-0.4128,0.0057,2,signal_wrong
SUI,1d,adxlo__donch__obv,0.0701,0.0638,-0.4128,0.0064,2,ok
SUI,1d,adxlo__donch__mfi,0.0701,0.0638,-0.4128,0.0064,2,ok
SUI,1d,adxlo__donch__bbw,0.0701,0.0638,-0.4128,0.0064,2,ok
SUI,1d,adxlo__stoch__vol,0.0,0.0,-0.4128,0.0,0,signal_wrong
SUI,1d,adxlo__stoch__obv,0.0,0.0,-0.4128,0.0,0,signal_wrong
SUI,1d,adxlo__stoch__mfi,0.0,0.0,-0.4128,0.0,0,signal_wrong
SUI,1d,adxlo__stoch__bbw,-0.0599,-0.0628,-0.4128,0.0029,1,signal_wrong
SUI,1d,adxlo__cci__vol,-0.1352,-0.1378,-0.4128,0.0027,1,signal_wrong
SUI,1d,adxlo__cci__obv,0.1498,0.1431,-0.4128,0.0067,2,ok
SUI,1d,adxlo__cci__mfi,0.1498,0.1431,-0.4128,0.0067,2,ok
SUI,1d,adxlo__cci__bbw,0.0841,0.0777,-0.4128,0.0064,2,ok
SUI,1d,adxlo__wpr__vol,-0.1117,-0.1143,-0.4128,0.0027,1,signal_wrong
SUI,1d,adxlo__wpr__obv,-0.0091,-0.0121,-0.4128,0.003,1,signal_wrong
SUI,1d,adxlo__wpr__mfi,-0.061,-0.0639,-0.4128,0.0029,1,signal_wrong
SUI,1d,adxlo__wpr__bbw,-0.1253,-0.1333,-0.4128,0.008,3,signal_wrong
SUI,1d,adxlo__kelt__vol,0.1273,0.1241,-0.4128,0.0032,1,ok
SUI,1d,adxlo__kelt__obv,0.2535,0.25,-0.4128,0.0036,1,ok
SUI,1d,adxlo__kelt__mfi,0.2535,0.25,-0.4128,0.0036,1,ok
SUI,1d,adxlo__kelt__bbw,0.2535,0.25,-0.4128,0.0036,1,ok
SUI,1d,cloud__rsi2__vol,0.0,0.0,-0.4128,0.0,0,signal_wrong
SUI,1d,cloud__rsi2__obv,-0.0175,-0.0235,-0.4128,0.006,2,signal_wrong
SUI,1d,cloud__rsi2__mfi,0.0265,0.0234,-0.4128,0.0031,1,ok
SUI,1d,cloud__rsi2__bbw,0.0,0.0,-0.4128,0.0,0,signal_wrong
SUI,1d,cloud__rsipb__vol,0.0,0.0,-0.4128,0.0,0,signal_wrong
SUI,1d,cloud__rsipb__obv,0.0,0.0,-0.4128,0.0,0,signal_wrong
SUI,1d,cloud__rsipb__mfi,0.0,0.0,-0.4128,0.0,0,signal_wrong
SUI,1d,cloud__rsipb__bbw,0.0,0.0,-0.4128,0.0,0,signal_wrong
SUI,1d,cloud__macd__vol,-0.0458,-0.0487,-0.4128,0.0029,1,signal_wrong
SUI,1d,cloud__macd__obv,-0.2121,-0.2215,-0.4128,0.0094,4,signal_wrong
SUI,1d,cloud__macd__mfi,-0.1254,-0.1306,-0.4128,0.0052,2,signal_wrong
SUI,1d,cloud__macd__bbw,-0.0445,-0.0473,-0.4128,0.0028,1,signal_wrong
SUI,1d,cloud__bbrk__vol,0.1838,0.177,-0.4128,0.0068,2,ok
SUI,1d,cloud__bbrk__obv,0.1838,0.177,-0.4128,0.0068,2,ok
SUI,1d,cloud__bbrk__mfi,0.1838,0.177,-0.4128,0.0068,2,ok
SUI,1d,cloud__bbrk__bbw,0.1838,0.177,-0.4128,0.0068,2,ok
SUI,1d,cloud__donch__vol,-0.106,-0.1139,-0.4128,0.0079,3,signal_wrong
SUI,1d,cloud__donch__obv,-0.106,-0.1139,-0.4128,0.0079,3,signal_wrong
SUI,1d,cloud__donch__mfi,-0.106,-0.1139,-0.4128,0.0079,3,signal_wrong
SUI,1d,cloud__donch__bbw,-0.106,-0.1139,-0.4128,0.0079,3,signal_wrong
SUI,1d,cloud__stoch__vol,0.0,0.0,-0.4128,0.0,0,signal_wrong
SUI,1d,cloud__stoch__obv,0.0,0.0,-0.4128,0.0,0,signal_wrong
SUI,1d,cloud__stoch__mfi,0.0,0.0,-0.4128,0.0,0,signal_wrong
SUI,1d,cloud__stoch__bbw,0.0,0.0,-0.4128,0.0,0,signal_wrong
SUI,1d,cloud__cci__vol,-0.1696,-0.1747,-0.4128,0.0051,2,signal_wrong
SUI,1d,cloud__cci__obv,-0.2498,-0.2566,-0.4128,0.0068,3,signal_wrong
SUI,1d,cloud__cci__mfi,-0.2498,-0.2566,-0.4128,0.0068,3,signal_wrong
SUI,1d,cloud__cci__bbw,-0.0649,-0.0678,-0.4128,0.0029,1,signal_wrong
SUI,1d,cloud__wpr__vol,-0.0063,-0.0093,-0.4128,0.003,1,signal_wrong
SUI,1d,cloud__wpr__obv,-0.0091,-0.0121,-0.4128,0.003,1,signal_wrong
SUI,1d,cloud__wpr__mfi,0.0,0.0,-0.4128,0.0,0,signal_wrong
SUI,1d,cloud__wpr__bbw,-0.0091,-0.0121,-0.4128,0.003,1,signal_wrong
SUI,1d,cloud__kelt__vol,0.1667,0.16,-0.4128,0.0067,2,ok
SUI,1d,cloud__kelt__obv,0.1667,0.16,-0.4128,0.0067,2,ok
SUI,1d,cloud__kelt__mfi,0.1667,0.16,-0.4128,0.0067,2,ok
SUI,1d,cloud__kelt__bbw,0.1667,0.16,-0.4128,0.0067,2,ok
SUI,1d,triple_confirm_ema_rsi_vol,0.0515,0.0389,-0.4128,0.0125,4,ok
ZEC,1d,sma200__rsi2__vol,-0.1,-0.1081,12.6013,0.0081,3,signal_wrong
ZEC,1d,sma200__rsi2__obv,0.254,0.2316,12.6013,0.0224,6,ok
ZEC,1d,sma200__rsi2__mfi,-0.0412,-0.0669,12.6013,0.0257,9,signal_wrong
ZEC,1d,sma200__rsi2__bbw,-0.0434,-0.055,12.6013,0.0116,4,signal_wrong
ZEC,1d,sma200__rsipb__vol,0.0,0.0,12.6013,0.0,0,signal_wrong
ZEC,1d,sma200__rsipb__obv,-0.0275,-0.0304,12.6013,0.0029,1,signal_wrong
ZEC,1d,sma200__rsipb__mfi,-0.0697,-0.0725,12.6013,0.0028,1,signal_wrong
ZEC,1d,sma200__rsipb__bbw,-0.256,-0.2694,12.6013,0.0134,6,signal_wrong
ZEC,1d,sma200__macd__vol,1.2118,1.1598,12.6013,0.052,8,ok
ZEC,1d,sma200__macd__obv,1.2407,1.1584,12.6013,0.0824,13,ok
ZEC,1d,sma200__macd__mfi,1.2177,1.1493,12.6013,0.0683,11,ok
ZEC,1d,sma200__macd__bbw,0.1458,0.1187,12.6013,0.0271,8,ok
ZEC,1d,sma200__bbrk__vol,2.9279,2.7945,12.6013,0.1335,12,ok
ZEC,1d,sma200__bbrk__obv,3.6767,3.4781,12.6013,0.1986,15,ok
ZEC,1d,sma200__bbrk__mfi,3.6767,3.4781,12.6013,0.1986,15,ok
ZEC,1d,sma200__bbrk__bbw,3.3899,3.1904,12.6013,0.1994,16,ok
ZEC,1d,sma200__donch__vol,5.1091,4.9738,12.6013,0.1353,8,ok
ZEC,1d,sma200__donch__obv,5.8754,5.6652,12.6013,0.2102,11,ok
ZEC,1d,sma200__donch__mfi,5.3813,5.1847,12.6013,0.1967,11,ok
ZEC,1d,sma200__donch__bbw,5.1785,4.9708,12.6013,0.2077,12,ok
ZEC,1d,sma200__stoch__vol,0.0,0.0,12.6013,0.0,0,signal_wrong
ZEC,1d,sma200__stoch__obv,0.0,0.0,12.6013,0.0,0,signal_wrong
ZEC,1d,sma200__stoch__mfi,0.0,0.0,12.6013,0.0,0,signal_wrong
ZEC,1d,sma200__stoch__bbw,-0.0159,-0.0189,12.6013,0.003,1,signal_wrong
ZEC,1d,sma200__cci__vol,4.4967,4.3594,12.6013,0.1373,9,ok
ZEC,1d,sma200__cci__obv,4.3747,4.1624,12.6013,0.2123,14,ok
ZEC,1d,sma200__cci__mfi,3.6244,3.4415,12.6013,0.1829,14,ok
ZEC,1d,sma200__cci__bbw,5.163,4.9382,12.6013,0.2248,13,ok
ZEC,1d,sma200__wpr__vol,0.0007,-0.0051,12.6013,0.0059,2,cost_killed
ZEC,1d,sma200__wpr__obv,-0.0027,-0.0118,12.6013,0.0091,3,signal_wrong
ZEC,1d,sma200__wpr__mfi,0.118,0.1078,12.6013,0.0101,3,ok
ZEC,1d,sma200__wpr__bbw,0.0601,0.0539,12.6013,0.0062,2,ok
ZEC,1d,sma200__kelt__vol,2.2997,2.198,12.6013,0.1017,11,ok
ZEC,1d,sma200__kelt__obv,2.3841,2.2606,12.6013,0.1235,13,ok
ZEC,1d,sma200__kelt__mfi,2.3183,2.1974,12.6013,0.121,13,ok
ZEC,1d,sma200__kelt__bbw,2.3841,2.2606,12.6013,0.1235,13,ok
ZEC,1d,gc__rsi2__vol,-0.1243,-0.1348,12.6013,0.0105,4,signal_wrong
ZEC,1d,gc__rsi2__obv,0.1489,0.1352,12.6013,0.0137,4,ok
ZEC,1d,gc__rsi2__mfi,0.0202,0.0018,12.6013,0.0184,6,ok
ZEC,1d,gc__rsi2__bbw,-0.0302,-0.0476,12.6013,0.0174,6,signal_wrong
ZEC,1d,gc__rsipb__vol,-0.061,-0.0667,12.6013,0.0057,2,signal_wrong
ZEC,1d,gc__rsipb__obv,-0.0275,-0.0304,12.6013,0.0029,1,signal_wrong
ZEC,1d,gc__rsipb__mfi,-0.2079,-0.2198,12.6013,0.012,5,signal_wrong
ZEC,1d,gc__rsipb__bbw,0.1791,0.1512,12.6013,0.0279,8,ok
ZEC,1d,gc__macd__vol,1.2386,1.1993,12.6013,0.0392,6,ok
ZEC,1d,gc__macd__obv,1.2978,1.2337,12.6013,0.0641,10,ok
ZEC,1d,gc__macd__mfi,1.2742,1.2244,12.6013,0.0498,8,ok
ZEC,1d,gc__macd__bbw,0.1298,0.1098,12.6013,0.02,6,ok
ZEC,1d,gc__bbrk__vol,3.7159,3.6263,12.6013,0.0896,7,ok
ZEC,1d,gc__bbrk__obv,4.5287,4.4077,12.6013,0.1211,8,ok
ZEC,1d,gc__bbrk__mfi,4.5287,4.4077,12.6013,0.1211,8,ok
ZEC,1d,gc__bbrk__bbw,4.2289,4.0986,12.6013,0.1303,9,ok
ZEC,1d,gc__donch__vol,4.7878,4.7124,12.6013,0.0755,5,ok
ZEC,1d,gc__donch__obv,7.8832,7.7438,12.6013,0.1395,6,ok
ZEC,1d,gc__donch__mfi,7.2449,7.1133,12.6013,0.1315,6,ok
ZEC,1d,gc__donch__bbw,6.816,6.6695,12.6013,0.1465,7,ok
ZEC,1d,gc__stoch__vol,0.0,0.0,12.6013,0.0,0,signal_wrong
ZEC,1d,gc__stoch__obv,0.0,0.0,12.6013,0.0,0,signal_wrong
ZEC,1d,gc__stoch__mfi,0.0,0.0,12.6013,0.0,0,signal_wrong
ZEC,1d,gc__stoch__bbw,-0.0159,-0.0189,12.6013,0.003,1,signal_wrong
ZEC,1d,gc__cci__vol,4.3036,4.2185,12.6013,0.0851,6,ok
ZEC,1d,gc__cci__obv,4.4314,4.2807,12.6013,0.1508,10,ok
ZEC,1d,gc__cci__mfi,3.6732,3.5432,12.6013,0.13,10,ok
ZEC,1d,gc__cci__bbw,5.3457,5.2076,12.6013,0.1381,8,ok
ZEC,1d,gc__wpr__vol,-0.0656,-0.0711,12.6013,0.0055,2,signal_wrong
ZEC,1d,gc__wpr__obv,-0.0027,-0.0118,12.6013,0.0091,3,signal_wrong
ZEC,1d,gc__wpr__mfi,0.118,0.1078,12.6013,0.0101,3,ok
ZEC,1d,gc__wpr__bbw,0.3292,0.3136,12.6013,0.0157,4,ok
ZEC,1d,gc__kelt__vol,2.7598,2.6891,12.6013,0.0708,7,ok
ZEC,1d,gc__kelt__obv,2.8343,2.762,12.6013,0.0723,7,ok
ZEC,1d,gc__kelt__mfi,2.7598,2.6891,12.6013,0.0708,7,ok
ZEC,1d,gc__kelt__bbw,2.8343,2.762,12.6013,0.0723,7,ok
ZEC,1d,ema__rsi2__vol,-0.0571,-0.0712,12.6013,0.0141,5,signal_wrong
ZEC,1d,ema__rsi2__obv,0.1879,0.1632,12.6013,0.0248,7,ok
ZEC,1d,ema__rsi2__mfi,0.009,-0.0298,12.6013,0.0388,13,cost_killed
ZEC,1d,ema__rsi2__bbw,-0.088,-0.099,12.6013,0.011,4,signal_wrong
ZEC,1d,ema__rsipb__vol,-0.0827,-0.0854,12.6013,0.0027,1,signal_wrong
ZEC,1d,ema__rsipb__obv,0.0,0.0,12.6013,0.0,0,signal_wrong
ZEC,1d,ema__rsipb__mfi,-0.0031,-0.0062,12.6013,0.003,1,signal_wrong
ZEC,1d,ema__rsipb__bbw,-0.1075,-0.113,12.6013,0.0055,2,signal_wrong
ZEC,1d,ema__macd__vol,0.804,0.772,12.6013,0.032,6,ok
ZEC,1d,ema__macd__obv,1.2567,1.187,12.6013,0.0697,11,ok
ZEC,1d,ema__macd__mfi,1.1356,1.0758,12.6013,0.0598,10,ok
ZEC,1d,ema__macd__bbw,-0.0655,-0.0822,12.6013,0.0167,6,signal_wrong
ZEC,1d,ema__bbrk__vol,3.8165,3.6261,12.6013,0.1904,14,ok
ZEC,1d,ema__bbrk__obv,6.3588,6.0252,12.6013,0.3336,16,ok
ZEC,1d,ema__bbrk__mfi,6.447,6.1083,12.6013,0.3387,16,ok
ZEC,1d,ema__bbrk__bbw,6.447,6.1083,12.6013,0.3387,16,ok
ZEC,1d,ema__donch__vol,2.8132,2.695,12.6013,0.1182,11,ok
ZEC,1d,ema__donch__obv,5.5135,5.2943,12.6013,0.2193,12,ok
ZEC,1d,ema__donch__mfi,5.7024,5.4753,12.6013,0.2272,12,ok
ZEC,1d,ema__donch__bbw,5.9133,5.6804,12.6013,0.2329,12,ok
ZEC,1d,ema__stoch__vol,0.0,0.0,12.6013,0.0,0,signal_wrong
ZEC,1d,ema__stoch__obv,0.0,0.0,12.6013,0.0,0,signal_wrong
ZEC,1d,ema__stoch__mfi,0.0,0.0,12.6013,0.0,0,signal_wrong
ZEC,1d,ema__stoch__bbw,0.0,0.0,12.6013,0.0,0,signal_wrong
ZEC,1d,ema__cci__vol,2.5342,2.4458,12.6013,0.0884,9,ok
ZEC,1d,ema__cci__obv,3.8356,3.6172,12.6013,0.2184,16,ok
ZEC,1d,ema__cci__mfi,2.717,2.5382,12.6013,0.1787,17,ok
ZEC,1d,ema__cci__bbw,5.3126,5.083,12.6013,0.2296,13,ok
ZEC,1d,ema__wpr__vol,0.0,0.0,12.6013,0.0,0,signal_wrong
ZEC,1d,ema__wpr__obv,0.0004,-0.0088,12.6013,0.0092,3,cost_killed
ZEC,1d,ema__wpr__mfi,0.0255,0.0192,12.6013,0.0064,2,ok
ZEC,1d,ema__wpr__bbw,0.0,0.0,12.6013,0.0,0,signal_wrong
ZEC,1d,ema__kelt__vol,2.5299,2.4109,12.6013,0.119,12,ok
ZEC,1d,ema__kelt__obv,3.6033,3.4491,12.6013,0.1542,12,ok
ZEC,1d,ema__kelt__mfi,3.5139,3.3629,12.6013,0.151,12,ok
ZEC,1d,ema__kelt__bbw,3.6033,3.4491,12.6013,0.1542,12,ok
ZEC,1d,st__rsi2__vol,-0.1043,-0.1204,12.6013,0.0161,6,signal_wrong
ZEC,1d,st__rsi2__obv,0.1879,0.1632,12.6013,0.0248,7,ok
